title,clean_title,title_word_count,asin,brand,stars,reviewsCount,price_value,price_currency,price,category_root,category_leaf,breadcrumbs,description,description_length,popularity_score,thumbnailimage,url
"Dr. Brown's Anti-Colic Options+ Narrow Baby Bottle Gift Set with 4 Slow Flow 8 oz Bottles, Pacifier and Travel Caps","dr. brown's anti-colic options+ narrow baby bottle gift set with 4 slow flow 8 oz bottles, pacifier and travel caps",20,B0D413HRPC,Dr. Brown's,,,43.23,$,,Baby Products,Bottle Sets,Baby Products > Feeding > Bottle-Feeding > Bottle Sets,"The Dr. Brown's Natural Flow Anti-Colic Options+ Narrow Baby Bottle Bundle includes both a gift set and a 4-pack of 8 oz bottles. The gift set contains 3 8oz bottles, 2 4oz bottles, 7 nipples with variable flow rates, 2 storage caps, 1 pacifier, and 1 travel cap to support feeding on-the-go. The 4-pack contains 8oz bottles with Level 1 slow flow nipples designed for newborns 0m+. Both bundle components feature Dr. Brown's patented internal vent system that is clinically proven to reduce colic by decreasing spit-up, burping and gas. This vacuum-free, anti-colic system provides a feeding experience closest to breastfeeding so babies can feed at their own pace. The vent system also helps preserve nutrients and aids digestion. The natural shape nipple encourages proper latching and eases transition between breast and bottle. As baby grows, the internal vent can be removed without introducing a new bottle. The narrow bottles are sustainable, BPA-free and dishwasher safe. By purchasing Dr. Brown’s, you support their collaboration with Plastic Bank to prevent ocean plastic pollution. With options to support newborn through toddler feeding and accessories for storage and travel, this bundle offers a complete feeding system to nurture babies through every growth stage.",1280,0.0,https://m.media-amazon.com/images/I/31ZvAD-OcQL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0D413HRPC
"Suavinex Bonhomia Glass Baby Bottle with SX PRO Silicone Nipple, Anti Colic Baby Bottles, Baby Bottles for Breastfed Babies, Slow Flow, 0mo, 4oz, Pink","suavinex bonhomia glass baby bottle with sx pro silicone nipple, anti colic baby bottles, baby bottles for breastfed babies, slow flow, 0mo, 4oz, pink",24,B0C4YXH22G,Suavinex,4.6,185.0,14.99,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,,0,24.038434699080724,https://m.media-amazon.com/images/I/21XxmNPToTL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0C4YXH22G
Dr. Talbot's Silicone Anti-Colic Bottles - (2-Pack) Self-Sterilizing Baby Bottles for Newborns - 5 oz - Aqua,dr. talbot's silicone anti-colic bottles - (2-pack) self-sterilizing baby bottles for newborns - 5 oz - aqua,17,B0CCB6F54V,Dr. Talbot's,4.1,313.0,26.99,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,"Less reflux means less fussing and more enjoyable feedings for parents and babies. Dr. Talbot's Silicone Anti-Colic Bottles have a venting system that draws air to the base of the bottle, helping to reduce colic symptoms like wind, reflux, and fussing. This baby bottle also features a Soft Flex Simple Latch Nipple designed to mimic mom's nipple and encourage latch-on. Plus, internal ridges prevent the nipple from collapsing while your baby is feeding. When feeding time is over, sterilization is easy and convenient. The bottle's multi-part venting system can be fully removed for thorough cleaning, and the bottle's self-sterilizing system uses only the bottle's components, water, and a microwave. Dr. Talbot's Silicone Anti-Colic Bottles come in a two-pack, so parents will always have a clean bottle at home or on the go!",829,23.572511242223836,https://m.media-amazon.com/images/I/41UeEgghboL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0CCB6F54V
"Munchkin® High Capacity Drying Rack for Baby Bottles and Accessories, White","munchkin® high capacity drying rack for baby bottles and accessories, white",11,B006SFUCV8,Munchkin,4.8,17727.0,14.79,$,,Baby Products,Bottle Drying Racks,Baby Products > Feeding > Bottle-Feeding > Bottle Cleaning > Bottle Drying Racks,"Product DescriptionMunchkin High Capacity Drying Rack, White The Munchkin High Capacity Drying Rack has two tiers and plenty of space for loading up to 16 bottles at once, allowing you to leave that towel behind - for good. The convenient two-tier design allows you to double your drying capacity while keeping counters neat and clutter-free. Spin the 360-degree trays for easy loading and unloading of even the smallest bottle parts. Movable pegs even fold down flat for easy storage and can be placed wherever you like on the trays for custom spacing that works best for you. Brand StoryBy Munchkin",600,46.95792282982565,https://m.media-amazon.com/images/I/31Uu2+3+7RL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B006SFUCV8
"Philips AVENT SCF400/34 Anti-Colic Bottle with Insert 4oz 3pk, Clear","philips avent scf400/34 anti-colic bottle with insert 4oz 3pk, clear",10,B07BGD7WHM,Philips,4.7,369.0,18.99,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,"Our unique air Free vent is designed to help your baby swallow less air as they drink by keeping the nipple full of milk during feeding. Reducing the amount of air your baby ingests helps with common feeding issues such as colic, reflux and gas.",245,27.79346412649987,https://m.media-amazon.com/images/I/415d64VoskL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B07BGD7WHM
"Dr. Brown's Natural Flow Options+Replacement Vent Kit, Narrow, 2 Count (Pack of 1)","dr. brown's natural flow options+replacement vent kit, narrow, 2 count (pack of 1)",13,B018FALSNY,Dr. Brown's,4.8,2988.0,5.99,$,,Appliances,Replacement Parts,Appliances > Parts & Accessories > Dryer Parts & Accessories > Replacement Parts,,0,38.412931978962895,https://m.media-amazon.com/images/I/618wp2Wl9pL._AC_SX342_SY445_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B018FALSNY
"Suavinex Zero Zero Newborn Starter Set Small Anti Colic Baby Bottle + Pacifier, No 1 Spanish Baby Bottle Brand, Minimizes Bottle Rejection & Nipple Confusion, Adaptable Flow - Deep","suavinex zero zero newborn starter set small anti colic baby bottle + pacifier, no 1 spanish baby bottle brand, minimizes bottle rejection & nipple confusion, adaptable flow - deep",29,B0CPKV9MJF,Suavinex,4.4,1128.0,19.99,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,"Introducing the Zerø.Zerø Anti-Colic Bottle, proudly brought to you by Suavinex, the #1 Spanish bottle brand that has been beloved by parents for over 40 years. Designed and made in Spain, the Zerø.Zerø bottle stands for zero colic, zero nipple confusion. Uniquely designed with a patented, medical-grade silicone bag nestled within the bottle’s body, an asymmetrical adaptive flow nipple and skin-tone inspired nipple shades, the Zerø.Zerø bottle was meticulously engineered to minimize colic, all while ensuring a seamless transition between breast and bottle feeding with the least amount of confusion. For a successful feed, traditional baby bottles necessitate anti-colic valves, specific positioning, making sure the nipple is only half-filled with milk or formula, and frequent burping. Our adjustable flow nipple empowers your baby to take charge of their milk delivery, replicating the natural breastfeeding process. No matter the bottle's angle, even when upside down, milk only flows when your baby sucks, mirroring the gentle pull of breastfeeding. The uniquely designed asymmetrical nipple, featuring a strategically placed off-center nipple vent, allows your baby to regulate milk flow as they grow. As their suck becomes stronger with age, they’ll effortlessly extract more milk, just as nature intended. The bottle nipple's shape and length are carefully crafted to match the placement of a mother's nipple on a baby's soft palate during breastfeeding. Additionally, our patented internal silicone bag collapses as your baby sucks, ensuring the most natural feeding experience while reducing the intake of unwanted air. This innovative design significantly minimizes the likelihood of colic and indigestion. Babies perceive the world in shades during their earliest days. Suavinex Zerø.Zerø Pacifier, your ultimate solution for zero chafing and zero confusion when switching from breast to bottle to pacifier.",1925,30.927985282258515,https://m.media-amazon.com/images/I/3179Q9DZtPL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0CPKV9MJF
"Dr. Brown's Natural Flow Anti-Colic Options+ Narrow Baby Bottle Gift Set, Newborn Essentials with Baby Bottle Brush & 100% Silicone HappyPaci Pacifier, 0m+","dr. brown's natural flow anti-colic options+ narrow baby bottle gift set, newborn essentials with baby bottle brush & 100% silicone happypaci pacifier, 0m+",23,B08ZJQM5HG,Dr. Brown's,4.8,1358.0,29.99,$,,Baby Products,Bottle Sets,Baby Products > Feeding > Bottle-Feeding > Bottle Sets,,0,34.62962118792549,https://m.media-amazon.com/images/I/41+9lk3f54L._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B08ZJQM5HG
"Comotomo Silicone Baby Bottle Gen 2 – 2026 Release (5oz) – True Slow-Flow Nipple for Newborn Feeding (0-3 Months) with Dual Anti Colic Vents for Breast to Bottle Transition, Green (Double Pack)","comotomo silicone baby bottle gen 2 – 2026 release (5oz) – true slow-flow nipple for newborn feeding (0-3 months) with dual anti colic vents for breast to bottle transition, green (double pack)",32,B0G6N65XVL,Comotomo,4.9,24.0,23.99,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,,0,15.772491541854183,https://m.media-amazon.com/images/I/31xjJf0NPnL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0G6N65XVL
"Tommee Tippee Advanced Anti-Colic Baby Bottle Nipples, Breast-Like for A Natural Latch, Soft Silicone, Medium Flow, 3+ Months, Pack of 6","tommee tippee advanced anti-colic baby bottle nipples, breast-like for a natural latch, soft silicone, medium flow, 3+ months, pack of 6",21,B09JZ3DCWJ,Tommee Tippee,4.6,9083.0,12.99,$,,Baby Products,Nipples,Baby Products > Feeding > Bottle-Feeding > Nipples,"Tommee Tippee - caring for parents since ‘65. Trusted by three generations of parents and caregivers, we have 60 years of expertise behind us. We know what works, what doesn’t, and what you (and your baby) really need. Our purpose? To liberate and amplify the intuition of newborn parents with empathetic design. Part of becoming a parent is realizing that often, things don't quite go to plan. That’s why we anticipate problems before they’ve even happened, and design smart solutions to help. Tommee Tippee baby bottle nipples are crafted from ultra-soft silicone to replicate the natural feel and flexibility of a breast. Available in a range of flow rates, our Natural Start and Advanced Anti-Colic bottle nipples let babies get a natural latch, plus they're easy to clean, and always BPA-free.",798,41.92564155483706,https://m.media-amazon.com/images/I/41l74Kw5FdL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B09JZ3DCWJ
"Avima 9 oz Anti Colic Baby Bottles for Breastfed Babies - Medium Flow Nipples, Wide Neck Bottle, BPA Free - 3-6 Months, Stage 2 (Set of 3) Pink Baby Bottles - Giraffes","avima 9 oz anti colic baby bottles for breastfed babies - medium flow nipples, wide neck bottle, bpa free - 3-6 months, stage 2 (set of 3) pink baby bottles - giraffes",32,B0CQKKC8NG,Avima,4.4,124.0,14.99,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,,0,21.24458044413013,https://m.media-amazon.com/images/I/51RcV725boL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0CQKKC8NG
"Tommee Tippee Ultra-Light StayPut Pacifier, 0-6m, 4 Pack, Pink & Natural Start Anti-Colic 5 oz BPA Free Newborn Baby Bottles, Designed for Seamless Transition Between Bottle and Breast, Pack of 2","tommee tippee ultra-light stayput pacifier, 0-6m, 4 pack, pink & natural start anti-colic 5 oz bpa free newborn baby bottles, designed for seamless transition between bottle and breast, pack of 2",31,B0FP5SGJ3S,Tommee Tippee,4.8,1479.0,27.88,$,,Baby Products,Pacifiers,"Baby Products > Baby Care > Pacifiers, Teethers & Teething Relief > Pacifiers","Tommee Tippee - caring for parents since ‘65. Trusted by three generations of parents and caregivers, we have 60 years of expertise behind us. We know what works, what doesn’t, and what you (and your baby) really need. Our purpose? To liberate and amplify the intuition of newborn parents with empathetic design. Part of becoming a parent is realizing that often, things don't quite go to plan. That’s why we anticipate problems before they’ve even happened, and design smart solutions to help.",494,35.03902736043917,https://m.media-amazon.com/images/I/41Gc7uCjCpL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0FP5SGJ3S
"Herobility Anti-Colic Baby Bottles 8.5 fl oz/240ml - Pack of 3 Plastic Baby Bottles, Fast Flow Plastic Bottles, Breast-Shaped Teat for Breastfed Babies, Small Baby Bottles, Swedish Design, Batman","herobility anti-colic baby bottles 8.5 fl oz/240ml - pack of 3 plastic baby bottles, fast flow plastic bottles, breast-shaped teat for breastfed babies, small baby bottles, swedish design, batman",29,B0CKR4JKP6,Herobility,4.7,1093.0,25.99,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,,0,32.88870112001506,https://m.media-amazon.com/images/I/41bOSOFYFwL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0CKR4JKP6
"Dr. Brown's Anti-Colic Options+ Narrow Bottle Gift Set with Sippy Straw Bottle, HappyPaci Silicone Pacifiers, Storage/Travel Caps, and Bottle Brush, Pink","dr. brown's anti-colic options+ narrow bottle gift set with sippy straw bottle, happypaci silicone pacifiers, storage/travel caps, and bottle brush, pink",21,B0GMKC1VVD,Dr. Brown's,5.0,15.0,39.99,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,,0,13.862943611198906,https://m.media-amazon.com/images/I/41jqKFf8XTL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0GMKC1VVD
"Suavinex Color Essence SX PRO Physiological Soft Flexible Silicone Baby Bottle, Anti Colic Baby Bottles, Supports Breast Feeding Babies, Made in Spain, Medium Flow, 8oz, Marshmallow Nude","suavinex color essence sx pro physiological soft flexible silicone baby bottle, anti colic baby bottles, supports breast feeding babies, made in spain, medium flow, 8oz, marshmallow nude",27,B0BXFBHVY1,Suavinex,4.1,205.0,19.99,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,,0,21.84429229203728,https://m.media-amazon.com/images/I/21H0z6020cL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0BXFBHVY1
"Tommee Tippee Silicone Coated Glass Baby Bottles for Feeding, 9 0z, Anti-Colic, 0+ Months, Slow Flow Breast-Like Nipple, Shatter-Proof Glass, BPA Free, Pack of 2","tommee tippee silicone coated glass baby bottles for feeding, 9 0z, anti-colic, 0+ months, slow flow breast-like nipple, shatter-proof glass, bpa free, pack of 2",25,B0G54JMZGV,Tommee Tippee,4.7,59.0,29.01,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,"Our shatter-proof glass bottle with premium, soft-touch silicone finish offers added safety for baby and extra comfort for you. Made to last, the bottle's baby-safe borosilicate glass is scratch and stain resistant and doesn't release any harmful substances. Plus, its innovative easy-grip silicone coating helps prevent drops and breaks, while also being velvety smooth to hold. The glass wont absorb smells or flavors from the milk The glass won't shatter if it breaks when dropped Designed to help reduce nipple confusion, and make switching from breast to bottle and back again, easy 95% of babies accept a Tommee Tippee bottle* Built-in anti-colic valve thats proven to reduce air intake Self-sterilizing in 3 minutes in the microwave BPA, BPS and Phthalate free Dishwasher safe*To verify, please visit the Amazon product page",831,19.243419442443873,https://m.media-amazon.com/images/I/31VxYqAZR4L._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0G54JMZGV
"4pcs Soft Silicone Baby Nipple for Spectra Bottles, Medium Flow Nipple, 100% Silicone Material, BPA Free, Soft Touch, Easy Clean, Medium, 3m+","4pcs soft silicone baby nipple for spectra bottles, medium flow nipple, 100% silicone material, bpa free, soft touch, easy clean, medium, 3m+",22,B0FC2FGGNN,Cathill,3.7,43.0,9.99,$,,Baby Products,Nipples,Baby Products > Feeding > Bottle-Feeding > Nipples,,0,14.001501645497566,https://m.media-amazon.com/images/I/61ll0ftkgSL._AC_SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0FC2FGGNN
"Munchkin Bond Silicone Coated Glass Baby Bottles - Anti-Colic Feeding System with Natural Feel Nipples, 4 Ounce, 2 Pack, Mint/Green","munchkin bond silicone coated glass baby bottles - anti-colic feeding system with natural feel nipples, 4 ounce, 2 pack, mint/green",20,B0G5Y9TPY6,Munchkin,4.7,138.0,29.99,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,"The perfect bottle didn’t exist. Until now. Meet the Bond Silicone-Coated Glass Bottle from Munchkin, which has it all: safety, comfort, and innovation, for a smoother feeding journey. You get the purity and durability of silicone-bonded borosilicate glass, plus a best-in-class, all-silicone, anti-colic valve system. The soft-touch outer layer makes life easier with a comfortable grip and no separate sleeves to clean. An advanced anti-colic valve system helps control flow, reducing colic, gas, and unnecessary discomfort during feeds. Each bottle features a food-grade silicone nipple that’s specially designed to mimic natural feeding, for a seamless transition from breast to bottle and back again. Worry less. Nurture your bond more.",741,23.192027485714252,https://m.media-amazon.com/images/I/31XplO8axNL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0G5Y9TPY6
"Comotomo Silicone Baby Bottle Gen 2 – 2026 Release (8oz) – Soft, Wide-Neck Bottle for Comfortable Feeding (6-12 Months) with Dual Anti Colic Vents (Includes Medium Flow Nipples), Green (Double Pack)","comotomo silicone baby bottle gen 2 – 2026 release (8oz) – soft, wide-neck bottle for comfortable feeding (6-12 months) with dual anti colic vents (includes medium flow nipples), green (double pack)",31,B0GCG98JCL,Comotomo,4.5,30.0,24.99,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,,0,15.452942420183158,https://m.media-amazon.com/images/I/31eGCuY4saL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0GCG98JCL
Nenesupply Natural Baby Bottles Newborn Flow Feeding Bottles Breastfeeding Bottle for Breastfed Babies Wide Neck 4.7oz Anti Colic Level 1 Nipple for 0+ Month Infant Replace Spectra Bottles for Pumping,nenesupply natural baby bottles newborn flow feeding bottles breastfeeding bottle for breastfed babies wide neck 4.7oz anti colic level 1 nipple for 0+ month infant replace spectra bottles for pumping,30,B0DQ78DV47,NENESUPPLY,4.8,1072.0,16.99,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,,0,33.49542596462735,https://m.media-amazon.com/images/I/41bvuIrNjIL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0DQ78DV47
"BIBS Baby Glass Bottle. Anti-Colic. Round Natural Rubber Latex Nipple. Supports Natural Breastfeeding, Complete Set - 110 ml, Cloud","bibs baby glass bottle. anti-colic. round natural rubber latex nipple. supports natural breastfeeding, complete set - 110 ml, cloud",19,B0B573F12G,Bibs,4.5,1053.0,13.56,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,,0,31.321564780955885,https://m.media-amazon.com/images/I/414Sor1Ii7L._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0B573F12G
"Dr. Brown’s Natural Flow® Level 2 Wide-Neck Baby Bottle Silicone Nipple, Medium Flow, 3m+, 100% Silicone Bottle Nipple, 6 Pack","dr. brown’s natural flow® level 2 wide-neck baby bottle silicone nipple, medium flow, 3m+, 100% silicone bottle nipple, 6 pack",20,B07MBGMRJB,Dr. Brown's,4.8,7087.0,10.89,$,,Baby Products,Nipples,Baby Products > Feeding > Bottle-Feeding > Nipples,"Dr. Brown’s Natural Flow® Level 2 Nipple is the next step for babies 3 months+. Dr. Brown’s® Level 2 Nipple, together with the Anti-Colic internal vent system, is clinically proven to reduce colic. Dr. Brown’s® bottle and nipple provide a more comfortable feeding experience for baby by decreasing spit-up, burping and gas. This vacuum-free feeding is closest to breastfeeding and Dr. Brown’s® Medium Flow Nipples provide a consistent flow so baby can feed at their own pace. The breast-like nipple shape encourages a proper latch for a more natural bottle feeding experience and eases the transition from breast to bottle and back again. The Level 2 Nipple and Anti-Colic vent system is proven to help preserve bottle milk nutrients and aid in digestion for a better night’s sleep. Made of super-soft, 100% silicone, the Level 2 Nipple fits all Dr. Brown’s® Options+™ wide-neck bottles. The suggested age range for the Level 2 Nipple is 3 months+, but baby’s preferred flow rate may vary. Safe for use in dishwasher (top rack only), electric and microwave sterilizers or boiling water. BPA free.",1096,42.557560762967604,https://m.media-amazon.com/images/I/41JA7zTE4hL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B07MBGMRJB
"Baby Bottle Handles for Philips Avent Anti-Colic and AirFree Vent Baby Bottles, Compatible Avent Bottle Holder, 4 Count","baby bottle handles for philips avent anti-colic and airfree vent baby bottles, compatible avent bottle holder, 4 count",18,B0CKF38B7P,XUNICUTE,4.2,274.0,8.99,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,,0,23.5904386101996,https://m.media-amazon.com/images/I/31FjKASgspL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0CKF38B7P
"Dr. Brown's 100% Silicone One-Piece Breast Pump,Hands-Free Breast Milk Collector with Anti-Colic Options+ Baby Bottle (4 oz/120 mL),Level 1 Nipple,Travel Lid and Travel Bag","dr. brown's 100% silicone one-piece breast pump,hands-free breast milk collector with anti-colic options+ baby bottle (4 oz/120 ml),level 1 nipple,travel lid and travel bag",24,B07WHZQCM1,Dr. Brown's,4.4,1598.0,14.99,$,,Baby Products,Manual,Baby Products > Feeding > Breastfeeding > Breast Pumps > Manual,"No more wasted breast milk! Dr. Brown's Silicone One-Piece Breast Pump uses hands-free, gentle suction to collect and save every last drop. Simply place on the breast, squeeze the base of the milk collector once to create gentle suction, and collect leaking milk while pumping or breastfeeding, hands-free! The 100% silicone material is soft against your skin, while the easy-pour design ensures you can transfer your breast milk into the included anti-colic baby bottle without losing a drop. Feed on the spot with the included 4 oz/120 mL Narrow Dr. Brown's Anti-Colic Options+ Baby Bottle with Level 1 Nipple, or store milk using the included storage/travel cap. The portable, practical design of this milk saver and the included drawstring travel bag make it simple to take on the go to collect leaking breast milk and relieve engorgement anywhere you need it. To use it as a pump, just gently and slowly squeeze and release for more suction power. Dishwasher (top rack) and sterilizer safe. BPA Free.",1005,32.4593883364694,https://m.media-amazon.com/images/I/71NFvGR0yAL._AC_SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B07WHZQCM1
"Pigeon Baby Cleft Palate Bottle with 2 Nipples, 8.11 Oz, Please Use It Under The Guidance of a Pediatrician","pigeon baby cleft palate bottle with 2 nipples, 8.11 oz, please use it under the guidance of a pediatrician",19,B0B587BK47,PIGEON,4.6,206.0,19.9,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,,0,24.530506449020695,https://m.media-amazon.com/images/I/211-REraiFL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0B587BK47
"Herobility Anti-Colic Baby Bottles 12 fl oz/340ml - Pack of 4 Plastic Baby Bottles, Slow Flow Plastic Bottles, Breast-Shaped Teat for Breastfed Babies, – Multicolor - White, Gray, Iron Blue, Blue","herobility anti-colic baby bottles 12 fl oz/340ml - pack of 4 plastic baby bottles, slow flow plastic bottles, breast-shaped teat for breastfed babies, – multicolor - white, gray, iron blue, blue",31,B0C817QB67,Herobility,4.6,2474.0,25.99,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,,0,35.94438010501283,https://m.media-amazon.com/images/I/31MPGgua-eL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0C817QB67
"Dr. Brown's Natural Flow Anti-Colic Options+ Narrow Glass Baby Bottles, 8oz/250mL, with Level 1 Slow Flow Nipple, 2-Pack, 0m+ & Fragrance-Free Dish Soap, 16oz","dr. brown's natural flow anti-colic options+ narrow glass baby bottles, 8oz/250ml, with level 1 slow flow nipple, 2-pack, 0m+ & fragrance-free dish soap, 16oz",24,B0CHZWSJZL,Dr. Brown's,5.0,4.0,19.94,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,,0,8.047189562170502,https://m.media-amazon.com/images/I/71nM158OHNL._AC_SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0CHZWSJZL
"NUK Learner Cup, 5 Oz, Pack of 2, Pink Hearts, Soft Spout, Easy-Grip Handles, BPA Free, Spill Proof, Transition Sippy Cup","nuk learner cup, 5 oz, pack of 2, pink hearts, soft spout, easy-grip handles, bpa free, spill proof, transition sippy cup",21,B00BJ8X554,NUK,4.7,284.0,14.49,$,,,,,"The NUK Learner Cup easily promotes baby’s transition from breast or bottle to sippy cup. This learner cup features a spill-proof, soft spout that is gentle on teeth and gums, and it includes an air vent that helps reduce swallowed air. The toddler cup also comes with easy-to-grip, removable handles that your growing child will love. NUK Learner Cups are made of crystal-clear Tritan® material, and are BPA-free and dishwasher-safe. Our 5-oz. learner cups are recommended for babies and toddlers 6 months and older.",517,26.56669914726266,https://m.media-amazon.com/images/I/71yNqyWkIhL._AC_SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B00BJ8X554
"MAM Baby Bottle Nipples Slow Flow Size 1, for 0+ Month Newborn Babies, Skin Soft BPA Free Silicone, 94% Nipple Acceptance, Fits All MAM Bottles, Developed with Medical Experts, 4 Pack, Made in Europe","mam baby bottle nipples slow flow size 1, for 0+ month newborn babies, skin soft bpa free silicone, 94% nipple acceptance, fits all mam bottles, developed with medical experts, 4 pack, made in europe",34,B0BSYFM1H4,MAM,4.8,10278.0,9.86,$,,Baby Products,Nipples,Baby Products > Feeding > Bottle-Feeding > Nipples,"MAM's nipples are lovingly designed to resemble a mother's nipple during breastfeeding. To achieve this, MAM observed infants breastfeeding using ultrasound technology. The result is a unique flat symmetrical shaped nipple that fits perfectly in baby's mouth and makes the switch back-and-forth between breast and bottle easy. All MAM nipples are made from silicon that is free from BPA materials for maximum safety. These nipples fit all MAM bottles and are suitable for both breast milk and formula. The MAM nipple is available in five different flow rates: 0 – extra slow flow (newborn), 1 - slow flow (0+ months), 2 - medium flow (2+ months), 3 - fast flow (4+ months), and x - extra fast flow for thicker liquids (6+ months). MAM nipples are proudly made in Europe.",770,44.341719638462024,https://m.media-amazon.com/images/I/31rRTOVmmJL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0BSYFM1H4
"Natural Nursing Glass Baby Bottle - with Anti-Colic Vent System - BPA-Free, 5oz with Medium Flow Nipple, 0-6 Months, 2 Pack (Includes 4pcs Nipples)","natural nursing glass baby bottle - with anti-colic vent system - bpa-free, 5oz with medium flow nipple, 0-6 months, 2 pack (includes 4pcs nipples)",24,B0F9YGX8G4,Glusmami,4.1,69.0,21.99,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,,0,17.41883049240237,https://m.media-amazon.com/images/I/41vJLG79HWL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0F9YGX8G4
Lifefactory Glass Baby Bottle with Stage 1 Nipple and Protective Silicone Sleeve Banana 4 Oz,lifefactory glass baby bottle with stage 1 nipple and protective silicone sleeve banana 4 oz,15,B01LN3J2EW,Lifefactory,4.5,177.0,11.23,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,LIFEFACTORY glass baby bottles are made of thermal shock resistant borosilicate glass wrapped in a durable silicone sleeve and offer changeable accessories to grow along with your baby’s needs.,193,23.31802597631438,https://m.media-amazon.com/images/I/31GogZfz3pL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B01LN3J2EW
"Gulicola Small Glass Baby Bottle for Newborn Breastfeeding Babies, Preemie & Extra Slow Flow Nipples (SS), Anti-Colic, Breast-Like, 0 Months+, 3 oz, 2 Pack - White","gulicola small glass baby bottle for newborn breastfeeding babies, preemie & extra slow flow nipples (ss), anti-colic, breast-like, 0 months+, 3 oz, 2 pack - white",26,B0BBQHL6GK,Gulicola,4.6,634.0,24.98,$,,Baby Products,Bottles,Baby Products > Feeding > Bottle-Feeding > Bottles,,0,29.68667499490638,https://m.media-amazon.com/images/I/31mSyGA7kyL._SY300_SX300_QL70_FMwebp_.jpg,https://www.amazon.com/dp/B0BBQHL6GK
